,stimulus,repeat,fish,date,stimulus_direction,tail_beat
2221,s22,1,1,20210311,rightward,0
2222,s22,1,1,20210325,rightward,0
2223,s22,1,1,20210326,rightward,0
2224,s22,1,1,20210503,rightward,0
2225,s22,1,1,20210504,leftward,0
2226,s22,1,2,20210311,rightward,0
2227,s22,1,2,20210326,rightward,0
2228,s22,1,2,20210503,rightward,0
2229,s22,1,2,20210504,leftward,21
2230,s22,2,1,20210305,rightward,15
2231,s22,2,1,20210311,rightward,0
2232,s22,2,1,20210325,rightward,0
2233,s22,2,1,20210326,rightward,0
2234,s22,2,1,20210503,rightward,0
2235,s22,2,1,20210504,leftward,0
2236,s22,2,2,20210311,rightward,0
2237,s22,2,2,20210326,rightward,0
2238,s22,2,2,20210503,rightward,0
2239,s22,2,2,20210504,leftward,0
2240,s22,3,1,20210305,rightward,0
2241,s22,3,1,20210311,rightward,0
2242,s22,3,1,20210325,rightward,0
2243,s22,3,1,20210326,rightward,0
2244,s22,3,1,20210503,rightward,0
2245,s22,3,1,20210504,leftward,0
2246,s22,3,2,20210311,rightward,0
2247,s22,3,2,20210326,rightward,0
2248,s22,3,2,20210503,rightward,0
2249,s22,3,2,20210504,leftward,0
2250,s23,1,1,20210305,rightward,2
2251,s23,1,1,20210311,rightward,15
2252,s23,1,1,20210325,rightward,32
2253,s23,1,1,20210326,rightward,39
2254,s23,1,1,20210503,rightward,4
2255,s23,1,1,20210504,leftward,9
2256,s23,1,2,20210311,rightward,20
2257,s23,1,2,20210326,rightward,115
2258,s23,1,2,20210503,rightward,12
2259,s23,1,2,20210504,leftward,10
2260,s23,2,1,20210305,rightward,0
2261,s23,2,1,20210311,rightward,36
2262,s23,2,1,20210325,rightward,43
2263,s23,2,1,20210326,rightward,53
2264,s23,2,1,20210503,rightward,0
2265,s23,2,1,20210504,leftward,0
2266,s23,2,2,20210311,rightward,33
2267,s23,2,2,20210326,rightward,58
2268,s23,2,2,20210503,rightward,5
2269,s23,2,2,20210504,leftward,22
2270,s23,3,1,20210305,rightward,0
2271,s23,3,1,20210311,rightward,16
2272,s23,3,1,20210325,rightward,49
2273,s23,3,1,20210326,rightward,45
2274,s23,3,1,20210503,rightward,0
2275,s23,3,1,20210504,leftward,0
2276,s23,3,2,20210311,rightward,26
2277,s23,3,2,20210326,rightward,19
2278,s23,3,2,20210503,rightward,0
2279,s23,3,2,20210504,leftward,4
